name,age,gender,course,year,attendance,gpa_sem1,gpa_sem2,gpa_sem3,gpa_sem4,gpa_sem5,backlog_count,event_participation,dropout_thought,avg_gpa,event_score,has_backlog,risk_probability,predicted_risk_probability,risk_level
Kavya Prajapati,18,Male,BCom,2nd Year,38,5.8,6.0,6.4,6.1,7.0,0.0,occasionally,0,6.2,2,0,0.5666176426448961,0.56,Medium
Sejal Gawande,21,Female,BSc IT,3rd Year,70,6.7,8.9,6.2,6.3,7.5,1.0,never,0,7.1,0,1,0.5128462946843952,0.5,Medium
Pranav Sinha,20,Female,BSc CS,1st Year,73,6.1,6.5,7.6,7.1,7.0,0.0,never,1,6.9,0,0,0.4562535642464808,0.46,Medium
Rahul Khan,18,Male,BBA,3rd Year,73,4.9,8.0,9.3,7.2,7.3,1.0,rarely,0,7.3,1,1,0.4149533271302938,0.42,Medium
Pallavi Khan,18,Male,BSc CS,3rd Year,98,7.3,7.5,7.5,5.6,8.8,3.0,rarely,0,7.3,1,1,0.44820962271513026,0.46,Medium
Jay Kulkarni,22,Female,BSc IT,3rd Year,87,7.1,5.5,6.6,8.7,7.0,1.0,regularly,0,7.0,3,1,0.2701473722123841,0.27,Low
Anjali Joshi,22,Female,BCom,1st Year,81,8.2,6.7,7.0,6.8,7.0,0.0,rarely,0,7.1,1,0,0.32190773479004703,0.32,Medium
Aniket Iyer,22,Female,BSc CS,3rd Year,64,8.3,9.2,6.2,8.2,6.2,1.0,rarely,0,7.6,1,1,0.4171444007563706,0.42,Medium
Vivaan Prajapati,20,Female,BBA,1st Year,95,6.4,6.8,7.1,5.8,7.3,2.0,regularly,0,6.7,3,1,0.35096197136596946,0.35,Medium
Shivansh Rao,18,Female,BSc CS,2nd Year,73,6.1,6.7,6.0,7.2,8.3,1.0,rarely,0,6.8,1,1,0.473902212083921,0.47,Medium
Komal Ghosh,21,Female,BSc CS,3rd Year,100,6.4,9.6,4.7,8.5,6.6,1.0,rarely,0,7.2,1,1,0.3098718372002281,0.32,Medium
Saanvi Bhatt,21,Female,BSc IT,1st Year,62,5.8,7.3,7.0,7.5,5.8,3.0,regularly,0,6.7,3,1,0.5723354443677403,0.59,Medium
Saanvi Chitale,18,Male,BBA,2nd Year,73,10.0,6.4,6.7,6.5,7.8,0.0,regularly,0,7.5,3,0,0.20244920010805292,0.21,Low
Gauri Kamble,20,Female,BSc CS,1st Year,61,7.8,8.0,7.7,8.8,6.4,1.0,rarely,0,7.7,1,1,0.4151484227271362,0.42,Medium
Reyansh Rawat,20,Male,BA,1st Year,50,7.0,8.9,7.0,6.8,8.2,2.0,regularly,0,7.6,3,1,0.43950535762523624,0.44,Medium
Nandini Bhat,18,Male,BBA,3rd Year,73,7.6,5.4,4.5,8.2,7.5,1.0,regularly,0,6.6,3,1,0.37809526668067345,0.37,Medium
Jay Chopra,21,Male,BCom,1st Year,85,5.9,7.9,7.0,7.3,7.0,1.0,never,0,7.0,0,1,0.4560884833568448,0.46,Medium
Chirag Bhosale,22,Male,BSc CS,1st Year,74,5.6,7.0,6.0,6.2,7.5,1.0,never,0,6.5,0,1,0.5698142089623915,0.57,Medium
Karan Deshmukh,19,Male,BBA,2nd Year,96,6.0,6.8,7.0,6.2,5.6,0.0,never,0,6.3,0,0,0.41306240057628235,0.41,Medium
Payal D'Souza,18,Male,BCom,1st Year,82,7.2,7.6,7.5,4.9,7.8,0.0,regularly,0,7.0,3,0,0.2189873037788515,0.22,Low
Diya Pillai,21,Female,BA,1st Year,71,6.9,6.8,6.7,7.2,6.5,1.0,never,0,6.8,0,1,0.5460275535012156,0.54,Medium
Mansi Menon,18,Male,BSc IT,1st Year,81,7.4,5.8,9.2,5.4,7.3,2.0,never,0,7.0,0,1,0.5486538403817871,0.55,Medium
Tanish Chowdhury,19,Female,BSc CS,1st Year,80,8.5,8.4,7.5,5.7,6.3,0.0,regularly,0,7.3,3,0,0.19216916288981578,0.19,Low
Amit Gupta,22,Female,BBA,3rd Year,97,6.9,6.8,8.3,8.3,9.1,1.0,never,0,7.9,0,1,0.29768586607437625,0.3,Low
Harsh Nikam,22,Male,BCom,3rd Year,54,7.0,6.0,7.0,5.2,5.3,0.0,never,1,6.1,0,0,0.6325299396704385,0.62,High
Neha Mukherjee,22,Male,BA,3rd Year,36,6.3,7.6,8.1,7.2,6.9,2.0,regularly,0,7.2,3,1,0.5467028844133625,0.53,Medium
Gauri Lad,21,Female,BA,1st Year,77,6.8,6.9,7.6,5.6,7.0,1.0,rarely,0,6.8,1,1,0.4598703364648678,0.46,Medium
Anjali Gadkari,21,Male,BA,1st Year,77,6.0,6.5,7.5,8.6,7.2,1.0,occasionally,0,7.2,2,1,0.35310802293123633,0.36,Medium
Sneha Joshi,21,Male,BA,2nd Year,72,7.9,6.3,6.0,7.3,8.3,1.0,occasionally,0,7.2,2,1,0.3766245460275534,0.38,Medium
Reyansh Rane,18,Male,BCom,1st Year,69,6.9,5.6,6.2,10.0,7.7,0.0,occasionally,0,7.3,2,0,0.30215805744814955,0.3,Low
Sumit Menon,20,Female,BBA,1st Year,59,6.2,7.6,8.4,5.2,6.8,0.0,occasionally,0,6.9,2,0,0.3989254734820063,0.39,Medium
Riya Shetty,20,Female,BCom,1st Year,84,8.8,6.2,7.0,7.2,6.2,1.0,never,0,7.1,0,1,0.4556532701023502,0.45,Medium
Heena Shah,19,Male,BBA,3rd Year,75,6.6,6.8,6.3,7.5,7.2,1.0,regularly,0,6.9,3,1,0.34233274304409156,0.35,Medium
Ishaan Gokhale,21,Female,BA,3rd Year,49,4.9,6.7,8.2,5.5,5.5,0.0,rarely,1,6.2,1,0,0.5893237686466368,0.59,Medium
Shivansh Jain,18,Female,BSc IT,1st Year,82,8.6,7.4,7.4,7.3,7.6,1.0,rarely,0,7.6,1,1,0.33503916919290444,0.34,Medium
Monika Saxena,19,Male,BBA,1st Year,38,7.0,6.3,7.0,8.3,7.0,0.0,never,1,7.1,0,0,0.5779481946153615,0.56,Medium
Vidhi Kadam,21,Female,BA,2nd Year,73,6.0,4.6,9.7,7.4,6.7,2.0,regularly,0,6.9,3,1,0.4190653420175886,0.42,Medium
Nisha Fernandes,21,Male,BA,2nd Year,82,9.1,5.8,5.8,6.0,8.1,0.0,occasionally,0,7.0,2,0,0.282468409520665,0.28,Low
Aditya Sethi,22,Male,BBA,3rd Year,77,7.5,5.5,7.0,4.8,7.6,1.0,occasionally,0,6.5,2,1,0.435813548638833,0.44,Medium
Kabir Gokhale,22,Male,BCom,1st Year,69,5.2,7.9,8.7,7.0,5.1,2.0,regularly,0,6.8,3,1,0.4529219317465558,0.45,Medium
Vaishnavi Nikam,19,Male,BSc CS,2nd Year,63,8.4,6.8,6.7,6.2,7.0,2.0,never,1,7.0,0,1,0.6264519614611158,0.63,High
Kiara Chaudhary,18,Female,BSc IT,2nd Year,84,6.8,7.9,7.5,6.5,6.8,1.0,occasionally,0,7.1,2,1,0.3301467719182397,0.32,Medium
Laksh Bhosale,19,Male,BSc CS,2nd Year,83,7.6,6.6,7.5,8.4,7.6,1.0,never,0,7.5,0,1,0.4046282678512471,0.4,Medium
Ishita Chatterjee,19,Male,BA,1st Year,91,7.5,7.0,5.8,9.3,5.8,0.0,never,0,7.1,0,0,0.3437584416364017,0.34,Medium
Sara Bhatt,22,Female,BA,1st Year,76,6.8,7.9,7.0,6.4,6.3,1.0,never,0,6.9,0,1,0.5157877359906354,0.52,Medium
Divya Sawant,21,Male,BBA,2nd Year,86,6.1,6.7,6.1,4.9,7.1,3.0,occasionally,1,6.2,2,1,0.5811747756400637,0.58,Medium
Kiara Sinha,21,Male,BBA,1st Year,59,5.6,6.4,8.0,6.3,6.1,2.0,occasionally,0,6.5,2,1,0.5923702614280998,0.59,Medium
Aniket Jadhav,21,Male,BSc CS,1st Year,68,4.6,6.2,5.8,7.7,6.2,2.0,never,1,6.1,0,1,0.7147102080019209,0.71,High
Aryan Mehta,22,Female,BA,3rd Year,66,6.2,6.7,9.1,6.8,5.4,1.0,regularly,0,6.8,3,1,0.38307770807695773,0.38,Medium
Krupa Bhatt,20,Male,BBA,1st Year,76,6.1,7.0,5.5,5.9,7.8,1.0,rarely,0,6.5,1,1,0.5030915148422727,0.5,Medium
Vidhi Mehta,21,Female,BCom,3rd Year,66,4.9,9.7,4.4,8.0,5.4,1.0,occasionally,0,6.5,2,1,0.4876039259237025,0.48,Medium
Aditi Qureshi,20,Female,BCom,2nd Year,88,7.8,6.0,5.2,8.1,9.5,1.0,regularly,0,7.3,3,1,0.22577062760752759,0.23,Low
Komal Thomas,21,Female,BSc IT,3rd Year,82,6.2,8.2,4.8,6.6,6.3,1.0,regularly,0,6.4,3,1,0.35984632469910255,0.36,Medium
Heena Sethi,20,Male,BSc IT,2nd Year,78,7.0,7.0,5.8,7.6,7.0,0.0,rarely,0,6.9,1,0,0.3674100309151483,0.36,Medium
Pranav Patankar,20,Female,BBA,3rd Year,61,6.2,6.5,7.0,6.6,7.0,0.0,rarely,0,6.7,1,0,0.4731968664645677,0.47,Medium
Divya Saxena,19,Female,BSc CS,1st Year,92,7.7,9.0,6.8,7.2,5.8,2.0,never,0,7.3,0,1,0.4624365939310262,0.46,Medium
Prisha Gadkari,19,Male,BSc CS,1st Year,59,7.4,5.5,5.2,8.7,6.7,2.0,rarely,0,6.7,1,1,0.6261818290962572,0.63,High
Ira Das,19,Male,BBA,1st Year,73,5.8,7.1,5.7,6.2,7.0,1.0,occasionally,0,6.4,2,1,0.4717411531650507,0.47,Medium
Krishna Shirke,18,Female,BA,1st Year,81,8.3,7.8,7.0,4.7,7.2,1.0,never,0,7.0,0,1,0.4789897049554282,0.48,Medium
Ansh Sharma,20,Female,BSc CS,2nd Year,100,6.9,7.0,7.0,8.2,5.6,1.0,occasionally,0,6.9,2,1,0.278056247561305,0.28,Low
Palak Trivedi,21,Male,BA,3rd Year,87,4.8,7.9,5.5,6.8,8.5,2.0,rarely,0,6.7,1,1,0.5019809706756312,0.5,Medium
Shivansh Bansal,19,Female,BCom,2nd Year,82,8.3,5.6,4.8,9.2,5.3,1.0,never,0,6.7,0,1,0.5104901401686828,0.51,Medium
Mansi Saxena,19,Male,BCom,1st Year,84,6.5,5.8,6.0,5.2,5.5,1.0,rarely,0,5.8,1,1,0.5493441786475372,0.55,Medium
Krupa Lokhande,18,Female,BSc IT,3rd Year,82,6.4,6.8,7.6,9.5,7.0,0.0,occasionally,0,7.5,2,0,0.22182369360986887,0.22,Low
Palak Patel,22,Male,BSc IT,1st Year,74,5.6,7.5,5.7,7.5,6.8,0.0,occasionally,0,6.6,2,0,0.36275775129813614,0.36,Medium
Kunal Naik,18,Male,BSc IT,3rd Year,89,6.0,5.5,8.0,7.4,7.0,0.0,regularly,0,6.8,3,0,0.2130593991055616,0.22,Low
Aarav Singh,21,Male,BCom,2nd Year,74,8.0,7.4,7.6,7.6,8.1,2.0,occasionally,0,7.7,2,1,0.3759342077618031,0.39,Medium
Prisha Jain,22,Female,BA,3rd Year,50,8.4,6.7,8.6,6.1,8.1,2.0,occasionally,0,7.6,2,1,0.5018008824323917,0.51,Medium
Saloni Chaudhari,21,Male,BBA,1st Year,38,9.3,7.1,4.1,7.3,6.8,1.0,occasionally,0,6.9,2,1,0.5595491790977577,0.55,Medium
Ritika Chowdhury,20,Male,BBA,3rd Year,78,6.6,7.0,6.7,7.3,6.5,1.0,occasionally,0,6.8,2,1,0.3917219437524385,0.39,Medium
Aarav Chopra,21,Male,BCom,1st Year,84,7.6,7.2,7.5,7.0,5.0,0.0,occasionally,0,6.9,2,0,0.2804574241378274,0.28,Low
Rekha Chavan,20,Female,BSc IT,2nd Year,87,6.9,6.0,5.9,5.2,6.4,0.0,rarely,0,6.1,1,0,0.4260587687967104,0.43,Medium
Aditya Katpara,21,Female,BBA,1st Year,92,6.8,6.5,7.0,7.2,6.6,1.0,never,0,6.8,0,1,0.4492301227601526,0.45,Medium
Harsh Pandey,19,Female,BSc CS,2nd Year,91,6.9,7.8,5.7,8.6,9.6,1.0,rarely,0,7.7,1,1,0.2835039169192904,0.29,Low
Karan Trivedi,21,Female,BBA,2nd Year,54,4.7,7.0,5.2,7.1,7.9,2.0,occasionally,0,6.4,2,1,0.6312242999069544,0.62,High
Ira D'Souza,21,Female,BSc IT,3rd Year,75,7.8,6.2,6.5,5.2,4.2,1.0,regularly,0,6.0,3,1,0.44750427709577695,0.44,Medium
Palak Thakur,20,Female,BBA,3rd Year,77,6.4,5.8,7.2,7.6,7.4,1.0,rarely,0,6.9,1,1,0.4456883873097818,0.45,Medium
Jinal Ansari,21,Male,BA,2nd Year,94,8.5,7.6,7.8,9.6,5.8,1.0,occasionally,0,7.8,2,1,0.19674640573881177,0.19,Low
Sejal Singh,20,Female,BCom,3rd Year,70,5.6,6.5,5.4,5.5,9.5,1.0,never,0,6.5,0,1,0.5897739892547348,0.58,Medium
Nisha Rane,18,Male,BSc IT,2nd Year,90,6.7,6.4,7.1,7.5,8.0,1.0,rarely,0,7.1,1,1,0.356484677491971,0.36,Medium
Palak Sawant,20,Female,BBA,1st Year,71,7.1,4.8,7.4,6.1,7.0,0.0,never,0,6.5,0,0,0.5097998019029324,0.51,Medium
Krishna Chopra,18,Male,BCom,2nd Year,30,4.5,6.1,7.0,7.0,7.0,1.0,regularly,0,6.3,3,1,0.6067773208872349,0.59,Medium
Pallavi More,22,Female,BA,2nd Year,90,8.0,3.0,6.9,7.2,7.0,0.0,rarely,0,6.4,1,0,0.36946603835879577,0.38,Medium
Krishna Qureshi,18,Male,BSc IT,2nd Year,63,7.9,6.4,7.6,6.2,5.6,0.0,never,1,6.8,0,0,0.512936338806015,0.52,Medium
Rudra Chatterjee,21,Male,BSc CS,2nd Year,84,6.7,5.7,7.5,5.9,7.3,3.0,rarely,0,6.6,1,1,0.5983581955158028,0.6,Medium
Jinal Gokhale,21,Female,BSc CS,2nd Year,73,8.1,5.9,6.0,6.2,7.0,1.0,rarely,0,6.6,1,1,0.4993546837950596,0.5,Medium
Sara Shetty,22,Male,BSc IT,1st Year,82,6.6,5.8,7.8,6.5,6.4,1.0,occasionally,0,6.6,2,1,0.3957889365789236,0.39,Medium
Tanvi Tiwari,18,Female,BCom,3rd Year,84,7.8,7.3,7.3,6.8,7.8,2.0,rarely,0,7.4,1,1,0.4322568058348589,0.44,Medium
Meera Chopra,18,Female,BSc IT,1st Year,73,7.6,7.7,7.3,5.9,6.2,4.0,occasionally,1,7.0,2,1,0.6248161599183601,0.61,High
Khushi Kadam,21,Female,BBA,2nd Year,70,7.3,5.2,6.2,6.2,6.6,1.0,occasionally,0,6.3,2,1,0.49194105111504627,0.48,Medium
Ishita Pillai,19,Male,BA,1st Year,67,6.9,5.0,7.0,7.4,6.4,2.0,occasionally,0,6.5,2,1,0.5519704655281087,0.55,Medium
Rohan Iyer,19,Female,BSc CS,1st Year,63,7.0,7.0,6.4,5.8,6.7,2.0,occasionally,0,6.5,2,1,0.566617642644896,0.56,Medium
Aarav Nair,18,Female,BSc IT,3rd Year,71,6.4,7.1,8.3,5.0,6.0,1.0,rarely,0,6.5,1,1,0.5167782213284507,0.52,Medium
Anjali Sheikh,21,Male,BSc IT,1st Year,43,7.3,7.4,7.2,3.4,5.5,1.0,regularly,1,6.2,3,1,0.5704895398745384,0.57,Medium
Sagar Nair,21,Male,BSc CS,1st Year,72,6.3,7.0,7.0,6.6,8.0,3.0,never,0,7.0,0,1,0.6676621544556833,0.66,High
Pranav Wagh,22,Female,BSc CS,1st Year,68,8.1,7.2,9.0,6.8,7.8,2.0,rarely,0,7.8,1,1,0.454062490620404,0.46,Medium
Pooja Rao,20,Male,BA,1st Year,94,6.0,5.5,7.0,7.0,6.9,0.0,occasionally,0,6.5,2,0,0.2841042110634209,0.28,Low
Krishna Mishra,19,Female,BSc CS,1st Year,92,7.7,5.8,6.5,8.8,6.4,0.0,occasionally,0,7.0,2,0,0.22760152474712608,0.23,Low
Arjun Qureshi,22,Female,BCom,1st Year,73,7.4,7.5,6.6,6.4,7.3,0.0,occasionally,0,7.0,2,0,0.3127832637992617,0.32,Medium
Mansi Bhosale,18,Male,BA,1st Year,78,6.0,8.4,7.1,4.3,8.5,2.0,occasionally,0,6.9,2,1,0.46128102770357476,0.46,Medium
Divya Nair,19,Male,BSc CS,1st Year,77,8.9,7.3,5.3,7.4,7.3,1.0,never,0,7.2,0,1,0.465873277906174,0.47,Medium
Ritika Gawande,20,Male,BBA,3rd Year,90,6.6,7.3,6.0,6.7,7.0,3.0,regularly,0,6.7,3,1,0.44100609298556287,0.44,Medium
Muskan Agarwal,18,Female,BBA,1st Year,56,7.4,8.1,6.6,8.0,6.8,1.0,occasionally,0,7.4,2,1,0.42179668037338297,0.42,Medium
Tejas Gokhale,20,Female,BSc CS,2nd Year,77,7.8,5.2,8.0,7.8,8.1,0.0,regularly,0,7.4,3,0,0.1978269351982471,0.21,Low
Trisha Menon,18,Female,BCom,3rd Year,100,9.1,6.9,7.7,7.8,9.1,0.0,regularly,0,8.1,3,0,0.0,0.03,Low
Komal Sheikh,19,Female,BSc CS,2nd Year,100,8.6,5.5,6.8,5.9,7.0,0.0,rarely,0,6.8,1,0,0.2840591890026112,0.29,Low
Dev Kulkarni,18,Female,BBA,1st Year,73,8.2,7.0,4.0,7.4,5.8,0.0,never,1,6.5,0,0,0.5024762133445387,0.5,Medium
Rekha Kapoor,22,Male,BSc CS,2nd Year,59,7.3,6.0,8.4,8.4,6.0,1.0,rarely,0,7.2,1,1,0.48739382297325684,0.49,Medium
Tanvi Deshmukh,22,Female,BSc CS,2nd Year,55,9.9,5.9,7.5,6.8,7.2,2.0,never,1,7.5,0,1,0.6151364168442536,0.62,High
Aditya Pawar,20,Male,BBA,2nd Year,84,8.2,6.3,7.3,5.3,6.4,1.0,regularly,0,6.7,3,1,0.3192514332022691,0.32,Medium
Rahul Mehta,21,Female,BSc IT,2nd Year,61,7.3,7.8,4.8,7.6,6.4,1.0,occasionally,0,6.8,2,1,0.47685866074376443,0.47,Medium
Rahul Gawande,22,Male,BBA,3rd Year,55,5.9,7.2,7.3,8.6,6.1,1.0,never,1,7.0,0,1,0.5923552540744966,0.6,Medium
Varun Verma,22,Female,BBA,2nd Year,80,7.8,5.9,8.2,8.2,6.2,0.0,never,0,7.2,0,0,0.3772848695860971,0.38,Medium
Manav Jain,20,Female,BSc IT,2nd Year,81,6.3,5.9,3.8,6.4,6.9,0.0,regularly,0,5.9,3,0,0.3574751628297865,0.36,Medium
Sumit D'Souza,18,Male,BSc CS,2nd Year,89,4.8,7.2,8.0,6.0,7.0,0.0,regularly,0,6.6,3,0,0.23306420145871473,0.23,Low
Simran Kapoor,21,Female,BSc IT,2nd Year,80,7.7,5.2,7.4,10.0,8.8,1.0,regularly,0,7.8,3,1,0.2017588618423026,0.2,Low
Monika Gadkari,21,Male,BBA,2nd Year,65,7.1,5.6,7.0,7.2,8.9,1.0,rarely,0,7.2,1,1,0.46909985893087613,0.47,Medium
Gauri Arora,21,Female,BSc CS,1st Year,89,5.3,6.2,6.8,8.6,6.9,0.0,occasionally,0,6.8,2,0,0.2736741003091514,0.27,Low
Kabir Shinde,22,Male,BBA,2nd Year,89,6.4,7.0,7.4,7.1,6.2,0.0,occasionally,0,6.8,2,0,0.2685415853768346,0.27,Low
Riya Ansari,20,Female,BBA,1st Year,71,8.2,6.4,6.2,9.3,7.0,2.0,never,0,7.4,0,1,0.5474682594471292,0.55,Medium
Diya Gawande,20,Male,BA,1st Year,98,8.3,7.0,7.0,8.4,7.0,0.0,never,0,7.6,0,0,0.26072275414953316,0.26,Low
Darshan Arora,18,Female,BA,3rd Year,76,4.9,7.6,7.0,8.8,6.5,0.0,rarely,0,7.0,1,0,0.36771017798721384,0.36,Medium
Sejal Bose,20,Male,BSc CS,3rd Year,73,5.7,5.8,6.2,8.0,9.1,0.0,regularly,0,7.0,3,0,0.26175826154815857,0.27,Low
Shaurya Dubey,20,Female,BA,1st Year,70,7.7,7.0,7.0,6.4,5.7,0.0,rarely,0,6.8,1,0,0.414908305069484,0.41,Medium
Shaurya Pandey,19,Male,BCom,1st Year,72,6.9,7.0,5.9,7.5,6.4,0.0,rarely,0,6.7,1,0,0.4145031065221959,0.41,Medium
Rahul Yadav,21,Female,BSc CS,2nd Year,79,8.5,9.1,7.2,7.2,7.4,0.0,never,0,7.9,0,0,0.3033586457364107,0.3,Low
Palak Bhatt,22,Male,BBA,3rd Year,68,8.4,9.2,4.9,5.5,6.0,0.0,regularly,0,6.8,3,0,0.30287841042110625,0.29,Low
Raj Nair,22,Female,BCom,3rd Year,69,9.0,7.1,7.2,6.7,8.8,0.0,regularly,0,7.7,3,0,0.18567097877960193,0.2,Low
Varun Patel,20,Female,BCom,2nd Year,73,6.0,8.1,7.5,6.9,6.0,5.0,occasionally,0,6.9,2,1,0.7057958399615811,0.67,High
Aniket Lad,19,Male,BA,1st Year,99,7.4,7.4,5.6,8.3,5.0,0.0,rarely,0,6.7,1,0,0.2928534982141247,0.3,Low
Nandini Mathew,18,Female,BA,2nd Year,90,5.9,7.8,7.7,6.8,7.0,1.0,occasionally,0,7.0,2,1,0.3112074916709187,0.31,Medium
Sagar Sinha,21,Male,BA,2nd Year,61,6.9,6.4,6.4,7.0,7.1,1.0,rarely,0,6.8,1,1,0.5326109793798961,0.53,Medium
Amit Verma,21,Female,BBA,1st Year,79,5.9,6.2,6.9,6.0,7.1,1.0,rarely,0,6.4,1,1,0.495197646846955,0.49,Medium
Mansi Khan,19,Female,BA,2nd Year,64,6.7,6.0,7.9,8.2,7.1,0.0,never,1,7.2,0,0,0.45424257886364316,0.45,Medium
Vidhi Inamdar,22,Male,BA,2nd Year,90,7.0,5.6,5.7,7.5,7.1,1.0,occasionally,0,6.6,2,1,0.36235255275084793,0.36,Medium
Kiara Chitale,21,Female,BA,3rd Year,88,7.9,7.7,7.0,5.3,7.5,2.0,regularly,0,7.1,3,1,0.32956148512771255,0.33,Medium
Aanya Bhat,19,Female,BSc IT,1st Year,90,6.7,5.7,7.2,8.2,6.4,4.0,occasionally,0,6.8,2,1,0.558873848185611,0.53,Medium
Tanya Nair,19,Female,BSc IT,2nd Year,64,6.4,7.0,8.2,6.9,7.7,3.0,occasionally,1,7.2,2,1,0.5516403037488369,0.54,Medium
Amit Patil,19,Male,BSc IT,1st Year,73,6.6,7.0,6.5,5.8,5.2,1.0,regularly,0,6.2,3,1,0.4274394453282107,0.42,Medium
Manav Gadkari,21,Female,BBA,3rd Year,73,6.8,8.5,7.4,7.0,7.0,1.0,never,0,7.4,0,1,0.47198127082270314,0.47,Medium
Amit Chowdhury,19,Male,BSc IT,1st Year,85,5.5,7.0,6.7,5.4,7.0,2.0,rarely,0,6.3,1,1,0.5531410391091635,0.55,Medium
Bhavesh Chavan,20,Female,BCom,3rd Year,79,9.3,7.0,6.1,6.5,7.7,0.0,occasionally,0,7.3,2,0,0.24946723894708392,0.26,Low
Vivek Ansari,19,Female,BSc CS,1st Year,100,4.6,6.7,5.9,8.4,6.8,2.0,regularly,0,6.5,3,1,0.3481706035957619,0.35,Medium
Vihaan Sheikh,20,Female,BSc CS,2nd Year,59,7.3,7.4,5.5,6.6,7.1,1.0,rarely,0,6.8,1,1,0.5428459945373234,0.54,Medium
Monika Gawande,18,Male,BSc IT,1st Year,69,6.4,6.3,7.0,4.1,5.7,1.0,regularly,0,5.9,3,1,0.4799051535252273,0.46,Medium
Ira Chavan,21,Male,BSc IT,3rd Year,78,7.8,7.2,7.4,7.9,5.6,0.0,regularly,0,7.2,3,0,0.21176876669568084,0.22,Low
Krishna Mukherjee,20,Male,BSc IT,2nd Year,98,8.4,8.3,8.2,7.1,6.2,2.0,never,0,7.6,0,1,0.39748476753609263,0.41,Medium
Parth Bhosale,21,Male,BBA,3rd Year,62,7.5,4.7,6.3,7.2,6.5,0.0,rarely,0,6.4,1,0,0.49287150703844884,0.5,Medium
Heena Mathew,22,Female,BBA,3rd Year,59,7.2,4.6,7.0,6.5,5.7,1.0,occasionally,0,6.2,2,1,0.5503946933997659,0.54,Medium
Yamini Prajapati,19,Female,BBA,3rd Year,88,6.6,7.0,7.0,9.7,6.9,1.0,rarely,0,7.5,1,1,0.32860101449710344,0.32,Medium
Karan Mittal,18,Male,BBA,2nd Year,79,7.1,8.3,7.2,6.7,6.4,1.0,regularly,0,7.1,3,1,0.28623525527508487,0.3,Low
Aryan Thomas,20,Female,BSc CS,1st Year,70,5.7,7.4,7.5,5.3,7.9,0.0,rarely,0,6.8,1,0,0.4190653420175886,0.42,Medium
Nisha Sheikh,18,Female,BCom,3rd Year,56,8.0,7.2,10.0,7.5,4.9,0.0,never,1,7.5,0,0,0.44974037278266343,0.44,Medium
Ira Sawant,20,Male,BBA,2nd Year,76,6.2,7.0,4.7,8.4,5.1,0.0,never,0,6.3,0,0,0.509484647477264,0.5,Medium
Pranav Lad,22,Female,BSc CS,1st Year,64,8.1,5.7,9.9,8.8,5.6,0.0,rarely,0,7.6,1,0,0.3422426989224719,0.34,Medium
Tanish Das,22,Female,BA,3rd Year,73,8.1,7.3,8.1,6.6,7.0,0.0,rarely,0,7.4,1,0,0.3297115586637451,0.33,Medium
Myra Kamble,20,Male,BSc CS,3rd Year,73,6.1,6.2,10.0,9.2,8.8,1.0,occasionally,0,8.1,2,1,0.26644055587237736,0.27,Low
Varun Gawande,18,Male,BSc CS,2nd Year,48,7.0,6.8,7.0,4.6,8.6,1.0,occasionally,0,6.8,2,1,0.5284389350781882,0.53,Medium
Anjali Ansari,18,Female,BCom,2nd Year,100,9.0,6.5,4.7,6.1,8.9,0.0,never,0,7.0,0,0,0.30975177837140194,0.31,Medium
Khushi Tiwari,18,Male,BA,2nd Year,73,6.6,5.5,4.9,7.6,7.6,1.0,rarely,0,6.4,1,1,0.5231263319026322,0.52,Medium
Ritika Das,20,Female,BCom,1st Year,51,7.0,5.4,9.5,4.5,6.0,0.0,never,0,6.5,0,0,0.5968124380946663,0.58,Medium
Gauri Saxena,21,Male,BSc CS,1st Year,79,7.6,7.7,6.4,7.7,4.3,1.0,occasionally,0,6.7,2,1,0.39688447339196203,0.4,Medium
Rudra Sinha,18,Male,BCom,3rd Year,92,3.6,6.6,8.6,6.3,9.1,1.0,occasionally,0,6.9,2,1,0.3258246540804995,0.33,Medium
Palak Lokhande,18,Female,BA,2nd Year,60,5.5,7.0,8.9,5.9,6.6,0.0,occasionally,0,6.8,2,0,0.40297745895488785,0.39,Medium
Kavya Sawant,20,Male,BA,1st Year,92,6.6,8.1,7.0,6.8,5.3,2.0,regularly,0,6.8,3,1,0.34898100069033844,0.36,Medium
Krupa Agarwal,20,Female,BSc CS,1st Year,79,5.1,5.9,6.4,6.1,6.0,1.0,occasionally,0,5.9,2,1,0.49698352192574363,0.49,Medium
Rekha Katpara,18,Female,BBA,2nd Year,48,5.4,8.0,7.9,6.6,7.1,1.0,occasionally,0,7.0,2,1,0.5038118678152297,0.49,Medium
Aryan Mathew,21,Female,BSc IT,1st Year,76,6.1,5.7,6.7,7.8,5.9,1.0,rarely,0,6.4,1,1,0.5051775369931267,0.5,Medium
Tanvi Chowdhury,21,Female,BSc IT,2nd Year,75,7.5,6.7,8.3,6.2,7.9,0.0,never,0,7.3,0,0,0.38699462736740986,0.39,Medium
Gauri Bhosale,18,Female,BSc IT,2nd Year,100,7.1,8.2,10.0,7.2,6.9,1.0,never,0,7.9,0,1,0.2846594831467418,0.29,Low
Bhavesh Mishra,18,Male,BSc CS,2nd Year,100,7.2,7.0,5.0,6.9,7.0,1.0,occasionally,0,6.6,2,1,0.3159948374703604,0.32,Medium
Vivaan Mehta,20,Male,BSc CS,2nd Year,87,7.7,8.2,7.3,5.1,7.8,1.0,never,0,7.2,0,1,0.42367259957379116,0.43,Medium
